f1,f2,ls,T_src,T_steam,no_solve_class,label_c1,label_c2,Q_H_kW,m_steam [kg/s],m_steam [kg/h],V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],W_comp1 [kW],W_comp2 [kW],W_el [kW],scale_k,COP,eta_Lorenz,p_low_c1 [bar],p_high_c1 [bar],T_disch_c1 [°C],p_low_c2 [bar],p_high_c2 [bar],T_disch_c2 [°C],p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,feasible,reason,status,status_4state
R717,R600a,0.4,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,261.4,618.5,175.08,142.89,334.7,1.0,3.371,0.42,16.46,47.08,145.5,12.36,21.78,108.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.5,20,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,604.6,909.5,247.4,237.43,510.34,1.0,2.211,0.504,5.11,33.12,185.2,8.69,21.78,107.1,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.5,30,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,482.5,804.9,235.65,206.64,465.57,1.0,2.423,0.49,7.06,37.1,175.0,9.74,21.78,107.5,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.5,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,391.4,713.5,223.1,176.98,421.13,1.0,2.679,0.472,9.54,41.41,166.6,10.88,21.78,107.8,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.5,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,322.1,633.4,209.82,148.46,377.13,1.0,2.992,0.45,12.64,46.1,159.8,12.11,21.78,108.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.5,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,268.6,562.9,195.89,121.05,333.62,1.0,3.382,0.421,16.46,51.16,154.3,13.44,21.78,108.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.6,20,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,638.5,748.6,291.92,188.71,505.93,1.0,2.23,0.509,5.1,39.64,205.4,10.41,21.78,107.7,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.6,30,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,505.5,680.2,274.18,165.43,462.75,1.0,2.438,0.493,7.05,43.24,192.1,11.36,21.78,108.0,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.6,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,407.1,618.5,255.8,142.89,419.67,1.0,2.688,0.474,9.53,47.08,180.7,12.36,21.78,108.3,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.6,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,332.8,562.9,236.86,121.05,376.75,1.0,2.995,0.451,12.64,51.16,171.1,13.44,21.78,108.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600a,0.6,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,275.8,512.7,217.4,99.92,334.02,1.0,3.378,0.421,16.46,55.51,163.1,14.58,21.78,108.9,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.7,20,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,669.9,618.5,338.44,142.89,506.66,1.0,2.227,0.508,5.1,47.08,225.2,12.36,21.78,108.3,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.7,30,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,527.3,576.3,314.38,126.44,464.02,1.0,2.431,0.492,7.05,50.12,208.8,13.16,21.78,108.5,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.7,40,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,422.2,537.2,289.86,110.4,421.33,1.0,2.678,0.472,9.54,53.3,194.6,14.0,21.78,108.7,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.7,50,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,343.2,500.9,264.94,94.75,378.62,1.0,2.98,0.448,12.65,56.64,182.3,14.87,21.78,108.9,False,True,False,True,False,False,False,"p_c1, T_c1, V_c1, V_c2",ok,HARD
R717,R600a,0.7,60,100.0,,R717-HP,R600a,1128.2,0.5,1800.0,282.8,467.2,239.63,79.48,335.91,1.0,3.359,0.418,16.47,60.13,171.8,15.79,21.78,109.1,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R717,R600,0.3,20,100.0,,R717-LP,R600,1128.2,0.5,1800.0,555.4,1599.9,172.77,313.2,511.55,1.0,2.205,0.503,5.11,22.52,143.8,4.23,16.8,105.0,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.3,30,100.0,,R717-LP,R600,1128.2,0.5,1800.0,449.0,1330.7,170.05,270.62,463.86,1.0,2.432,0.492,7.05,26.79,140.4,5.09,16.8,105.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.3,40,100.0,,R717-HP,R600,1128.2,0.5,1800.0,368.5,1112.6,166.55,229.73,417.13,1.0,2.705,0.477,9.52,31.63,138.2,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.3,50,100.0,,R717-HP,R600,1128.2,0.5,1800.0,306.5,934.5,162.36,190.57,371.5,1.0,3.037,0.457,12.61,37.1,137.0,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.3,60,100.0,,R717-HP,R600,1128.2,0.5,1800.0,258.2,788.2,157.6,153.15,327.1,1.0,3.449,0.43,16.41,43.24,136.8,8.47,16.8,106.9,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.4,20,100.0,,R717-LP,R600,1128.2,0.5,1800.0,589.3,1296.7,212.08,264.67,501.84,1.0,2.248,0.513,5.09,27.44,165.0,5.22,16.8,105.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.4,30,100.0,,R717-HP,R600,1128.2,0.5,1800.0,471.7,1112.6,204.43,229.73,457.01,1.0,2.469,0.5,7.03,31.63,158.1,6.08,16.8,105.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.4,40,100.0,,R717-HP,R600,1128.2,0.5,1800.0,383.7,957.8,196.05,196.06,412.75,1.0,2.733,0.483,9.5,36.27,152.6,7.03,16.8,106.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.4,50,100.0,,R717-HP,R600,1128.2,0.5,1800.0,316.7,827.2,187.04,163.66,369.16,1.0,3.056,0.46,12.59,41.41,148.6,8.09,16.8,106.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.4,60,100.0,,R717-HP,R600,1128.2,0.5,1800.0,264.9,716.3,177.46,132.54,326.32,1.0,3.457,0.431,16.41,47.08,145.7,9.27,16.8,107.2,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.5,20,100.0,,R717-HP,R600,1128.2,0.5,1800.0,621.2,1058.0,253.56,218.36,496.75,1.0,2.271,0.519,5.07,33.12,185.7,6.38,16.8,105.9,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.5,30,100.0,,R717-HP,R600,1128.2,0.5,1800.0,493.3,934.5,240.52,190.57,453.78,1.0,2.486,0.503,7.02,37.1,175.4,7.2,16.8,106.3,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.5,40,100.0,,R717-HP,R600,1128.2,0.5,1800.0,398.4,827.2,226.87,163.66,411.09,1.0,2.744,0.485,9.49,41.41,166.9,8.09,16.8,106.7,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.5,50,100.0,,R717-HP,R600,1128.2,0.5,1800.0,326.6,733.6,212.68,137.64,368.76,1.0,3.059,0.461,12.59,46.1,160.0,9.06,16.8,107.1,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.5,60,100.0,,R717-HP,R600,1128.2,0.5,1800.0,271.5,651.7,198.0,112.5,326.84,1.0,3.452,0.43,16.41,51.16,154.5,10.12,16.8,107.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.6,20,100.0,,R717-HP,R600,1128.2,0.5,1800.0,651.0,868.3,297.04,174.32,496.16,1.0,2.274,0.519,5.07,39.64,205.8,7.72,16.8,106.5,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.6,30,100.0,,R717-HP,R600,1128.2,0.5,1800.0,513.8,788.2,278.25,153.15,454.1,1.0,2.484,0.503,7.02,43.24,192.4,8.47,16.8,106.9,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.6,40,100.0,,R717-HP,R600,1128.2,0.5,1800.0,412.5,716.3,259.0,132.54,412.14,1.0,2.737,0.483,9.5,47.08,180.9,9.27,16.8,107.2,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.6,50,100.0,,R717-HP,R600,1128.2,0.5,1800.0,336.4,651.7,239.31,112.5,370.33,1.0,3.046,0.459,12.6,51.16,171.3,10.12,16.8,107.6,True,True,True,True,False,False,False,"V_c1, V_c2",ok,V_ONLY
R717,R600,0.6,60,100.0,,R717-HP,R600,1128.2,0.5,1800.0,278.1,593.5,219.21,93.04,328.69,1.0,3.432,0.428,16.42,55.51,163.3,11.02,16.8,108.0,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
R717,R600,0.7,20,100.0,,R717-HP,R600,1128.2,0.5,1800.0,678.9,716.3,342.45,132.54,499.99,1.0,2.256,0.515,5.08,47.08,225.5,9.27,16.8,107.2,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.7,30,100.0,,R717-HP,R600,1128.2,0.5,1800.0,533.3,667.3,317.61,117.46,457.97,1.0,2.463,0.499,7.03,50.12,209.0,9.9,16.8,107.5,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.7,40,100.0,,R717-HP,R600,1128.2,0.5,1800.0,426.2,621.9,292.43,102.7,415.93,1.0,2.713,0.479,9.51,53.3,194.8,10.56,16.8,107.8,True,True,False,True,False,False,False,"T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.7,50,100.0,,R717-HP,R600,1128.2,0.5,1800.0,345.9,579.9,266.93,88.27,373.89,1.0,3.017,0.454,12.62,56.64,182.5,11.26,16.8,108.1,False,True,False,True,False,False,False,"p_c1, T_c1, V_c1, V_c2",ok,HARD
R717,R600,0.7,60,100.0,,R717-HP,R600,1128.2,0.5,1800.0,284.6,541.0,241.13,74.15,331.88,1.0,3.399,0.423,16.44,60.13,171.9,11.99,16.8,108.4,False,True,True,True,False,False,False,"p_c1, V_c1, V_c2",ok,HARD
