f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600a,R1270/R600a,0.4,30.0,120.0,1.777,0.425,OK,5500,127.751,30.29
R1270,R600a,R1270/R600a,0.4,30.0,120.0,1.777,0.425,OK,6000,125.248,27.766
R1270,R600a,R1270/R600a,0.4,30.0,120.0,1.777,0.425,OK,6500,123.129,25.63
R1270,R600a,R1270/R600a,0.4,30.0,120.0,1.777,0.425,OK,7000,121.313,23.799
R1270,R600a,R1270/R600a,0.4,30.0,120.0,1.777,0.425,OK,7500,119.74,22.213
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,5000,137.149,33.852
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,5500,134.096,30.774
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,6000,131.553,28.21
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,6500,129.401,26.04
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,7000,127.556,24.18
R1270,R600a,R1270/R600a,0.5,20.0,120.0,1.677,0.443,OK,7500,125.957,22.568
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,5000,136.646,38.942
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,5500,133.135,35.401
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,6000,130.209,32.451
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,6500,127.733,29.955
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,7000,125.611,27.815
R290,R600,R290/R600,0.3,20.0,120.0,1.771,0.469,V_OUT,7500,123.771,25.961
R290,R600,R290/R600,0.3,30.0,120.0,1.919,0.461,OK,5000,125.93,35.727
R290,R600,R290/R600,0.3,30.0,120.0,1.919,0.461,OK,5500,122.709,32.479
