f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,Q_H_kW,c_P [EUR/GJ],Z_sum [EUR/h],PEC_total [kEUR],PEC [EUR/kW],V_dot_c1 [m3/h],V_dot_c2 [m3/h],E_F [kW],E_P [kW],E_D [kW],epsilon
R290,R600a,R290/R600a,0.3,40.0,100.0,2.302,0.432,OK,1128.2,127.73,22.086,1091.4,967.3,695.7,955.5,511.69,241.88,269.82,0.473
R717,R600,R717/R600,0.5,20.0,100.0,2.28,0.519,OK,1128.2,127.85,21.331,1054.0,934.3,613.2,1058.0,497.91,241.88,241.41,0.486
R717,R600,R717/R600,0.4,20.0,100.0,2.255,0.514,OK,1128.2,127.94,20.409,1008.5,893.9,583.0,1296.7,503.39,241.88,247.01,0.48
R290,R600a,R290/R600a,0.3,50.0,100.0,2.277,0.397,OK,1128.2,128.197,21.491,1062.0,941.3,770.9,804.9,527.08,241.88,285.21,0.459
R1270,R600a,R1270/R600a,0.5,30.0,100.0,2.262,0.455,OK,1128.2,128.216,20.928,1034.1,916.6,640.7,804.9,509.67,241.88,267.8,0.475
R290,R600a,R290/R600a,0.4,40.0,100.0,2.283,0.428,OK,1128.2,128.274,21.812,1077.8,955.3,759.5,824.7,515.67,241.88,273.8,0.469
R290,R600a,R290/R600a,0.4,30.0,100.0,2.302,0.463,OK,1128.2,128.363,22.637,1118.6,991.5,695.7,955.5,501.12,241.88,259.25,0.483
R290,R600,R290/R600,0.4,50.0,100.0,2.272,0.396,OK,1128.2,128.422,21.516,1063.2,942.4,843.6,827.2,527.98,241.88,286.1,0.458
R1270,R600a,R1270/R600a,0.3,30.0,100.0,2.278,0.458,OK,1128.2,128.742,22.01,1087.6,964.0,525.4,1138.5,506.3,241.88,264.42,0.478
R290,R600,R290/R600,0.5,40.0,100.0,2.272,0.426,OK,1128.2,128.767,21.816,1078.0,955.5,843.6,827.2,517.94,241.88,276.06,0.467
R290,R600a,R290/R600a,0.5,30.0,100.0,2.277,0.458,OK,1128.2,129.177,22.344,1104.1,978.7,770.9,804.9,506.54,241.88,264.66,0.478
R290,R600,R290/R600,0.3,60.0,100.0,2.241,0.36,OK,1128.2,129.655,21.333,1054.2,934.4,869.4,788.2,544.11,241.88,302.23,0.445
R290,R600a,R290/R600a,0.3,30.0,100.0,2.286,0.459,OK,1128.2,129.787,23.253,1149.0,1018.4,629.3,1138.5,504.5,241.88,262.63,0.479
R290,R600,R290/R600,0.5,50.0,100.0,2.187,0.381,OK,1128.2,129.842,19.229,950.2,842.2,911.1,733.6,546.46,241.88,304.59,0.443
R717,R600a,R717/R600a,0.5,20.0,100.0,2.215,0.505,OK,1128.2,129.982,20.547,1015.3,899.9,600.4,909.5,512.36,241.88,256.17,0.472
R290,R600a,R290/R600a,0.4,50.0,100.0,2.229,0.388,OK,1128.2,130.36,21.468,1060.8,940.3,831.9,713.5,537.09,241.88,295.21,0.45
R290,R600,R290/R600,0.4,60.0,100.0,2.167,0.348,OK,1128.2,130.65,19.066,942.1,835.1,925.8,716.3,560.31,241.88,318.44,0.432
R290,R600a,R290/R600a,0.5,40.0,100.0,2.229,0.418,OK,1128.2,130.701,21.764,1075.5,953.3,831.9,713.5,527.19,241.88,285.31,0.459
R290,R600a,R290/R600a,0.5,50.0,100.0,2.156,0.376,OK,1128.2,130.805,18.734,925.7,820.5,901.1,633.4,553.47,241.88,311.59,0.437
R290,R600a,R290/R600a,0.3,60.0,100.0,2.203,0.354,OK,1128.2,131.433,21.313,1053.2,933.5,858.5,680.2,552.22,241.88,310.34,0.438
R290,R600a,R290/R600a,0.4,60.0,100.0,2.138,0.344,OK,1128.2,131.546,18.585,918.4,814.0,916.2,618.5,566.83,241.88,324.96,0.427
R717,R600a,R717/R600a,0.4,20.0,100.0,2.171,0.495,OK,1128.2,131.766,20.215,998.9,885.4,566.6,1110.1,522.68,241.88,266.71,0.463
R717,R600,R717/R600,0.3,20.0,100.0,2.209,0.503,V_OUT,1128.2,132.512,22.504,1112.0,985.6,551.8,1599.9,513.71,241.88,257.55,0.471
R1270,R600,R1270/R600,0.4,20.0,100.0,2.168,0.494,OK,1128.2,135.22,23.109,1141.9,1012.2,700.5,1296.7,523.3,241.88,267.34,0.462
R290,R600,R290/R600,0.5,60.0,100.0,2.077,0.334,OK,1128.2,135.582,19.251,951.3,843.2,989.6,651.7,581.56,241.88,339.68,0.416
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,OK,1128.2,136.125,22.399,1106.9,981.1,776.4,1058.0,531.5,241.88,275.71,0.455
R290,R600a,R290/R600a,0.5,60.0,100.0,2.056,0.331,OK,1128.2,136.218,18.819,929.9,824.3,981.2,562.9,586.66,241.88,344.78,0.412
R290,R600,R290/R600,0.4,20.0,100.0,2.175,0.495,OK,1128.2,136.464,24.466,1209.0,1071.6,849.1,1296.7,521.81,241.88,265.82,0.464
R717,R600a,R717/R600a,0.3,20.0,100.0,2.106,0.48,OK,1128.2,136.48,21.39,1056.9,936.8,531.3,1362.2,538.72,241.88,283.09,0.449
R1270,R600,R1270/R600,0.3,20.0,100.0,2.162,0.492,V_OUT,1128.2,137.008,24.378,1204.6,1067.7,633.5,1599.9,524.88,241.88,268.96,0.461
R290,R600,R290/R600,0.5,20.0,100.0,2.142,0.488,OK,1128.2,137.489,23.918,1181.9,1047.6,944.2,1058.0,529.69,241.88,273.87,0.457
R290,R600,R290/R600,0.3,20.0,100.0,2.167,0.494,V_OUT,1128.2,138.158,25.608,1265.4,1121.6,765.5,1599.9,523.63,241.88,267.68,0.462
R1270,R600a,R1270/R600a,0.4,20.0,100.0,2.093,0.477,OK,1128.2,138.477,22.523,1112.9,986.5,680.8,1110.1,542.04,241.88,286.47,0.446
R1270,R600a,R1270/R600a,0.5,20.0,100.0,2.08,0.474,OK,1128.2,138.548,21.998,1087.0,963.5,760.1,909.5,545.25,241.88,289.75,0.444
R290,R600a,R290/R600a,0.4,20.0,100.0,2.098,0.478,OK,1128.2,139.86,23.993,1185.6,1050.9,825.2,1110.1,540.58,241.88,284.99,0.447
R290,R600a,R290/R600a,0.5,20.0,100.0,2.087,0.475,OK,1128.2,140.047,23.626,1167.5,1034.8,924.4,909.5,543.48,241.88,287.95,0.445
R1270,R600a,R1270/R600a,0.3,20.0,100.0,2.064,0.47,OK,1128.2,141.195,23.531,1162.7,1030.6,610.0,1362.2,549.47,241.88,294.07,0.44
R290,R600a,R290/R600a,0.3,20.0,100.0,2.069,0.471,OK,1128.2,142.494,24.882,1229.5,1089.8,737.0,1362.2,548.27,241.88,292.84,0.441
