f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,Q_H_kW,c_P [EUR/GJ],Z_sum [EUR/h],PEC_total [kEUR],PEC [EUR/kW],V_dot_c1 [m3/h],V_dot_c2 [m3/h],E_F [kW],E_P [kW],E_D [kW],epsilon
R1270,R600a,R1270/R600a,0.5,40.0,100.0,2.445,0.429,V_OUT,1128.2,119.489,20.129,994.7,881.6,562.1,713.5,493.8,241.88,251.93,0.49
R717,R600,R717/R600,0.4,30.0,100.0,2.469,0.5,V_OUT,1128.2,119.756,21.154,1045.3,926.5,471.7,1112.6,470.45,241.88,225.47,0.514
R290,R600a,R290/R600a,0.5,40.0,100.0,2.47,0.434,V_OUT,1128.2,119.984,21.384,1056.7,936.6,670.5,713.5,489.4,241.88,247.53,0.494
R717,R600a,R717/R600a,0.5,30.0,100.0,2.423,0.49,V_OUT,1128.2,120.18,19.967,986.6,874.5,482.5,804.9,479.01,241.88,234.06,0.505
R717,R600,R717/R600,0.3,30.0,100.0,2.432,0.492,V_OUT,1128.2,120.575,20.621,1019.0,903.2,449.0,1330.7,477.3,241.88,232.34,0.507
R717,R600a,R717/R600a,0.4,30.0,100.0,2.387,0.483,V_OUT,1128.2,122.237,20.488,1012.4,897.3,458.1,955.5,485.99,241.88,241.06,0.498
R717,R600a,R717/R600a,0.3,30.0,100.0,2.332,0.471,V_OUT,1128.2,123.819,19.819,979.3,868.1,432.3,1138.5,497.24,241.88,252.34,0.486
R1270,R600,R1270/R600,0.4,30.0,100.0,2.351,0.475,V_OUT,1128.2,125.142,21.682,1071.4,949.6,603.3,1112.6,493.34,241.88,248.42,0.49
R1270,R600,R1270/R600,0.3,30.0,100.0,2.361,0.477,V_OUT,1128.2,125.69,22.522,1112.9,986.4,551.2,1330.7,491.34,241.88,246.42,0.492
R290,R600,R290/R600,0.4,30.0,100.0,2.362,0.477,V_OUT,1128.2,126.068,22.894,1131.3,1002.8,725.5,1112.6,491.1,241.88,246.18,0.493
R290,R600,R290/R600,0.3,30.0,100.0,2.369,0.479,V_OUT,1128.2,126.62,23.648,1168.5,1035.8,661.1,1330.7,489.6,241.88,244.67,0.494
R1270,R600,R1270/R600,0.5,30.0,100.0,2.303,0.465,V_OUT,1128.2,126.63,21.179,1046.5,927.6,660.9,934.5,503.22,241.88,258.33,0.481
R290,R600,R290/R600,0.5,30.0,100.0,2.317,0.468,V_OUT,1128.2,127.522,22.492,1111.4,985.1,796.6,934.5,500.27,241.88,255.37,0.483
R1270,R600a,R1270/R600a,0.4,30.0,100.0,2.28,0.46,V_OUT,1128.2,127.833,21.307,1052.9,933.2,586.5,955.5,508.28,241.88,263.39,0.476
R1270,R600a,R1270/R600a,0.5,30.0,100.0,2.252,0.454,V_OUT,1128.2,128.656,20.926,1034.0,916.5,647.0,804.9,514.32,241.88,269.44,0.47
R290,R600a,R290/R600a,0.4,30.0,100.0,2.29,0.462,V_OUT,1128.2,128.901,22.638,1118.6,991.5,705.0,955.5,506.08,241.88,261.18,0.478
R717,R600,R717/R600,0.5,20.0,100.0,2.271,0.519,V_OUT,1128.2,129.002,21.976,1085.9,962.5,621.2,1058.0,499.74,241.88,242.89,0.484
R717,R600,R717/R600,0.4,20.0,100.0,2.248,0.513,V_OUT,1128.2,129.003,21.052,1040.2,922.0,589.3,1296.7,504.83,241.88,248.16,0.479
R1270,R600a,R1270/R600a,0.3,30.0,100.0,2.268,0.457,V_OUT,1128.2,129.148,21.994,1086.8,963.3,531.3,1138.5,510.79,241.88,265.91,0.474
R290,R600a,R290/R600a,0.5,30.0,100.0,2.266,0.457,V_OUT,1128.2,129.687,22.353,1104.6,979.1,779.6,804.9,511.4,241.88,266.52,0.473
R290,R600a,R290/R600a,0.3,30.0,100.0,2.276,0.459,V_OUT,1128.2,130.228,23.245,1148.6,1018.1,637.1,1138.5,509.09,241.88,264.2,0.475
R717,R600a,R717/R600a,0.5,20.0,100.0,2.211,0.504,V_OUT,1128.2,131.061,21.297,1052.4,932.8,604.6,909.5,513.33,241.88,256.96,0.471
R717,R600a,R717/R600a,0.4,20.0,100.0,2.169,0.494,V_OUT,1128.2,131.847,20.215,998.9,885.4,568.1,1110.1,523.04,241.88,267.0,0.462
R717,R600,R717/R600,0.3,20.0,100.0,2.205,0.503,V_OUT,1128.2,132.696,22.502,1111.9,985.6,555.4,1599.9,514.53,241.88,258.2,0.47
R1270,R600,R1270/R600,0.4,20.0,100.0,2.167,0.494,V_OUT,1128.2,135.304,23.111,1142.0,1012.2,702.0,1296.7,523.67,241.88,267.65,0.462
R1270,R600,R1270/R600,0.5,20.0,100.0,2.135,0.486,V_OUT,1128.2,136.09,22.398,1106.8,981.0,775.8,1058.0,531.35,241.88,275.59,0.455
R717,R600a,R717/R600a,0.3,20.0,100.0,2.108,0.48,V_OUT,1128.2,136.373,21.391,1057.0,936.9,529.2,1362.2,538.24,241.88,282.71,0.449
R290,R600,R290/R600,0.4,20.0,100.0,2.173,0.495,V_OUT,1128.2,136.573,24.47,1209.2,1071.8,851.5,1296.7,522.27,241.88,266.2,0.463
R1270,R600,R1270/R600,0.3,20.0,100.0,2.161,0.492,V_OUT,1128.2,137.064,24.378,1204.6,1067.7,634.5,1599.9,525.13,241.88,269.16,0.461
R290,R600,R290/R600,0.5,20.0,100.0,2.142,0.488,V_OUT,1128.2,137.482,23.917,1181.9,1047.6,944.1,1058.0,529.66,241.88,273.84,0.457
R290,R600,R290/R600,0.3,20.0,100.0,2.166,0.494,V_OUT,1128.2,138.232,25.61,1265.5,1121.7,767.1,1599.9,523.95,241.88,267.94,0.462
R1270,R600a,R1270/R600a,0.4,20.0,100.0,2.096,0.477,V_OUT,1128.2,138.305,22.521,1112.9,986.4,677.7,1110.1,541.27,241.88,285.84,0.447
R1270,R600a,R1270/R600a,0.5,20.0,100.0,2.085,0.474,V_OUT,1128.2,138.308,21.991,1086.7,963.2,755.9,909.5,544.2,241.88,288.87,0.444
R290,R600a,R290/R600a,0.4,20.0,100.0,2.101,0.478,V_OUT,1128.2,139.701,23.988,1185.3,1050.6,821.7,1110.1,539.9,241.88,284.42,0.448
R290,R600a,R290/R600a,0.5,20.0,100.0,2.091,0.476,V_OUT,1128.2,139.821,23.613,1166.8,1034.3,919.6,909.5,542.53,241.88,287.14,0.446
R1270,R600a,R1270/R600a,0.3,20.0,100.0,2.069,0.47,V_OUT,1128.2,140.951,23.534,1162.9,1030.8,605.6,1362.2,548.38,241.88,293.18,0.441
R290,R600a,R290/R600a,0.3,20.0,100.0,2.073,0.471,V_OUT,1128.2,142.257,24.88,1229.4,1089.7,731.8,1362.2,547.23,241.88,291.99,0.442
