f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,Q_H_kW,c_P [EUR/GJ],Z_sum [EUR/h],PEC_total [kEUR],PEC [EUR/kW],V_dot_c1 [m3/h],V_dot_c2 [m3/h],E_F [kW],E_P [kW],E_D [kW],epsilon
R1270,R600,R1270/R600,0.3,30.0,110.0,2.129,0.472,OK,1114.8,125.031,22.616,1117.6,1002.5,512.6,1345.3,534.0,261.87,272.13,0.49
R717,R600,R717/R600,0.5,20.0,110.0,2.091,0.519,OK,1114.8,125.049,20.93,1034.2,927.7,583.1,1019.1,535.95,261.87,260.56,0.489
R290,R600,R290/R600,0.4,40.0,110.0,2.111,0.441,OK,1114.8,125.241,22.005,1087.3,975.4,758.3,946.5,548.16,261.87,286.29,0.478
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.016,0.395,OK,1114.8,125.604,17.828,880.9,790.2,608.8,853.5,581.24,261.87,319.38,0.451
R290,R600,R290/R600,0.3,60.0,110.0,2.036,0.372,OK,1114.8,125.725,18.945,936.2,839.7,849.1,798.7,584.71,261.87,322.84,0.448
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.016,0.421,OK,1114.8,125.893,18.1,894.4,802.3,608.8,853.5,572.23,261.87,310.36,0.458
R290,R600,R290/R600,0.3,30.0,110.0,2.137,0.474,OK,1114.8,125.901,23.785,1175.3,1054.2,614.5,1345.3,532.11,261.87,270.24,0.492
R290,R600,R290/R600,0.5,40.0,110.0,2.036,0.425,OK,1114.8,126.215,19.407,959.0,860.2,849.1,798.7,566.89,261.87,305.02,0.462
R290,R600,R290/R600,0.5,30.0,110.0,2.094,0.465,OK,1114.8,126.557,22.48,1110.9,996.4,782.6,901.3,542.51,261.87,280.65,0.483
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.006,0.445,OK,1114.8,126.912,18.543,916.3,821.9,629.5,813.1,565.63,261.87,303.76,0.463
R717,R600a,R717/R600a,0.3,30.0,110.0,2.051,0.455,OK,1114.8,127.648,21.452,1060.0,950.8,384.4,1207.7,553.64,261.87,291.78,0.473
R717,R600,R717/R600,0.4,20.0,110.0,2.055,0.509,OK,1114.8,127.891,21.871,1080.7,969.4,546.5,1278.0,545.47,261.87,270.29,0.48
R290,R600,R290/R600,0.4,50.0,110.0,2.05,0.401,OK,1114.8,127.902,21.652,1069.9,959.7,835.1,818.1,572.55,261.87,310.68,0.457
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.024,0.422,OK,1114.8,128.789,21.209,1048.0,940.1,542.7,1013.6,570.22,261.87,308.35,0.459
R717,R600a,R717/R600a,0.5,20.0,110.0,2.002,0.496,OK,1114.8,129.06,20.368,1006.5,902.8,561.3,918.4,559.72,261.87,284.84,0.468
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.025,0.449,OK,1114.8,129.158,21.627,1068.7,958.6,551.6,988.8,560.4,261.87,298.53,0.467
R290,R600a,R290/R600a,0.3,50.0,110.0,2.028,0.397,OK,1114.8,129.381,21.992,1086.7,974.8,733.0,853.5,578.08,261.87,316.21,0.453
R290,R600a,R290/R600a,0.4,40.0,110.0,2.028,0.423,OK,1114.8,129.673,22.267,1100.3,987.0,733.0,853.5,569.02,261.87,307.15,0.46
R290,R600a,R290/R600a,0.3,40.0,110.0,2.033,0.424,OK,1114.8,129.834,22.633,1118.4,1003.2,652.2,1013.6,567.88,261.87,306.01,0.461
R290,R600a,R290/R600a,0.4,30.0,110.0,2.034,0.451,OK,1114.8,130.199,23.067,1139.8,1022.4,663.1,988.8,557.92,261.87,296.05,0.469
R290,R600,R290/R600,0.4,60.0,110.0,1.954,0.357,OK,1114.8,130.331,19.101,943.9,846.7,926.1,708.9,606.35,261.87,344.49,0.432
R290,R600,R290/R600,0.5,50.0,110.0,1.954,0.382,OK,1114.8,130.52,19.28,952.7,854.6,926.1,708.9,597.95,261.87,336.08,0.438
R290,R600a,R290/R600a,0.5,30.0,110.0,2.019,0.448,OK,1114.8,130.664,22.747,1124.0,1008.2,758.4,813.1,562.02,261.87,300.15,0.466
R290,R600a,R290/R600a,0.4,50.0,110.0,1.989,0.389,OK,1114.8,131.449,21.97,1085.7,973.8,813.0,738.4,588.42,261.87,326.55,0.445
R717,R600,R717/R600,0.3,20.0,110.0,1.995,0.495,V_OUT,1114.8,131.786,22.576,1115.6,1000.7,508.4,1615.2,561.7,261.87,286.87,0.466
R1270,R600a,R1270/R600a,0.3,30.0,110.0,1.993,0.442,OK,1114.8,131.795,22.518,1112.7,998.1,484.5,1207.7,569.03,261.87,307.16,0.46
R290,R600a,R290/R600a,0.3,60.0,110.0,1.979,0.362,OK,1114.8,131.835,21.817,1078.1,967.0,827.6,720.9,599.64,261.87,337.78,0.437
R290,R600a,R290/R600a,0.5,40.0,110.0,1.979,0.413,OK,1114.8,132.315,22.269,1100.4,987.1,827.6,720.9,582.27,261.87,320.41,0.45
R290,R600a,R290/R600a,0.4,60.0,110.0,1.913,0.349,OK,1114.8,132.385,18.785,928.3,832.7,907.1,640.0,618.0,261.87,356.13,0.424
R290,R600a,R290/R600a,0.5,50.0,110.0,1.913,0.374,OK,1114.8,132.571,18.961,936.9,840.4,907.1,640.0,609.77,261.87,347.9,0.429
R1270,R600,R1270/R600,0.5,20.0,110.0,1.937,0.48,OK,1114.8,132.618,20.358,1006.0,902.4,766.1,1019.1,578.13,261.87,303.64,0.453
R290,R600a,R290/R600a,0.3,30.0,110.0,2.0,0.444,OK,1114.8,132.898,23.887,1180.4,1058.8,580.9,1207.7,567.25,261.87,305.38,0.462
R717,R600a,R717/R600a,0.4,20.0,110.0,1.939,0.481,OK,1114.8,133.317,21.11,1043.1,935.7,518.5,1148.3,577.62,261.87,303.13,0.453
R1270,R600,R1270/R600,0.4,20.0,110.0,1.968,0.488,OK,1114.8,133.711,23.016,1137.3,1020.2,673.4,1278.0,569.22,261.87,294.55,0.46
R290,R600,R290/R600,0.4,20.0,110.0,1.973,0.489,OK,1114.8,134.937,24.445,1207.9,1083.5,817.6,1278.0,567.73,261.87,293.02,0.461
R290,R600,R290/R600,0.5,20.0,110.0,1.944,0.482,OK,1114.8,136.022,23.921,1182.0,1060.3,933.6,1019.1,576.19,261.87,301.66,0.454
R1270,R600,R1270/R600,0.3,20.0,110.0,1.95,0.484,V_OUT,1114.8,136.329,24.554,1213.3,1088.3,593.3,1615.2,574.32,261.87,299.75,0.456
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.865,0.462,OK,1114.8,136.334,19.806,978.7,877.9,737.6,918.4,600.33,261.87,326.31,0.436
R290,R600,R290/R600,0.3,20.0,110.0,1.955,0.485,V_OUT,1114.8,137.456,25.837,1276.7,1145.2,717.7,1615.2,573.11,261.87,298.51,0.457
R717,R600a,R717/R600a,0.3,20.0,110.0,1.854,0.46,OK,1114.8,139.119,21.779,1076.2,965.4,473.3,1444.5,603.89,261.87,329.95,0.434
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.866,0.463,OK,1114.8,139.519,22.838,1128.5,1012.3,638.9,1148.3,600.16,261.87,326.14,0.436
R290,R600a,R290/R600a,0.5,20.0,110.0,1.871,0.464,OK,1114.8,140.454,24.03,1187.4,1065.1,898.8,918.4,598.46,261.87,324.41,0.438
R290,R600a,R290/R600a,0.4,20.0,110.0,1.87,0.464,OK,1114.8,140.936,24.433,1207.3,1083.0,775.7,1148.3,598.74,261.87,324.69,0.437
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.818,0.451,OK,1114.8,143.901,24.142,1193.0,1070.1,552.4,1444.5,615.64,261.87,341.94,0.425
R290,R600a,R290/R600a,0.3,20.0,110.0,1.822,0.452,OK,1114.8,145.254,25.624,1266.2,1135.8,668.2,1444.5,614.51,261.87,340.79,0.426
