f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,Q_H_kW,c_P [EUR/GJ],Z_sum [EUR/h],PEC_total [kEUR],PEC [EUR/kW],V_dot_c1 [m3/h],V_dot_c2 [m3/h],E_F [kW],E_P [kW],E_D [kW],epsilon
R290,R600a,R290/R600a,0.4,40.0,110.0,2.183,0.427,OK,1114.8,106.302,19.008,918.5,823.9,580.6,865.5,554.63,261.87,279.41,0.472
R717,R600a,R717/R600a,0.5,30.0,110.0,2.155,0.478,OK,1114.8,106.44,18.093,874.3,784.2,447.5,824.0,530.74,261.87,265.89,0.493
R290,R600,R290/R600,0.5,40.0,110.0,2.219,0.435,OK,1114.8,106.69,20.698,1000.2,897.2,676.0,811.1,546.29,261.87,271.33,0.479
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.157,0.422,OK,1114.8,107.053,18.755,906.3,812.9,431.5,1030.2,560.67,261.87,285.27,0.467
R290,R600a,R290/R600a,0.5,40.0,110.0,2.153,0.421,OK,1114.8,107.139,18.677,902.5,809.6,655.5,729.6,561.67,261.87,286.23,0.466
R717,R600,R717/R600,0.4,30.0,110.0,2.206,0.49,OK,1114.8,107.395,20.888,1009.4,905.4,437.8,1121.4,518.82,261.87,253.97,0.505
R290,R600a,R290/R600a,0.3,40.0,110.0,2.165,0.424,OK,1114.8,107.465,19.451,939.9,843.1,514.4,1030.2,558.73,261.87,283.38,0.469
R717,R600a,R717/R600a,0.4,30.0,110.0,2.099,0.465,OK,1114.8,109.429,18.699,903.6,810.5,415.4,1004.6,544.65,261.87,279.79,0.481
R717,R600,R717/R600,0.3,30.0,110.0,2.151,0.477,OK,1114.8,110.548,21.821,1054.4,945.8,408.7,1380.3,531.65,261.87,266.8,0.493
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,1114.8,112.558,21.432,1035.6,929.0,575.2,1121.4,546.01,261.87,281.15,0.48
R290,R600,R290/R600,0.4,30.0,110.0,2.1,0.465,OK,1114.8,113.248,22.334,1079.2,968.1,694.6,1121.4,544.43,261.87,279.57,0.481
R1270,R600,R1270/R600,0.5,30.0,110.0,2.052,0.454,OK,1114.8,113.543,20.665,998.6,895.7,647.6,917.1,556.67,261.87,291.8,0.47
R717,R600a,R717/R600a,0.3,30.0,110.0,2.02,0.447,OK,1114.8,113.69,19.432,939.0,842.3,381.2,1230.9,565.3,261.87,300.41,0.463
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,1114.8,113.709,22.293,1077.3,966.3,511.0,1380.3,547.42,261.87,282.56,0.478
R717,R600,R717/R600,0.5,20.0,110.0,2.059,0.509,OK,1114.8,113.897,21.274,1028.0,922.1,585.7,1039.2,544.49,261.87,269.63,0.481
R290,R600,R290/R600,0.5,30.0,110.0,2.062,0.456,OK,1114.8,114.169,21.661,1046.7,938.9,783.9,917.1,554.12,261.87,289.26,0.473
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.001,0.442,OK,1114.8,114.199,19.071,921.6,826.6,546.7,1004.6,570.59,261.87,305.69,0.459
R1270,R600a,R1270/R600a,0.5,30.0,110.0,1.987,0.439,OK,1114.8,114.303,18.557,896.7,804.4,623.9,824.0,574.44,261.87,309.53,0.456
R290,R600,R290/R600,0.3,30.0,110.0,2.092,0.463,OK,1114.8,114.398,23.101,1116.3,1001.3,615.2,1380.3,546.42,261.87,281.56,0.479
R290,R600a,R290/R600a,0.4,30.0,110.0,2.007,0.443,OK,1114.8,114.824,19.907,961.9,862.9,659.9,1004.6,569.04,261.87,304.14,0.46
R290,R600a,R290/R600a,0.5,30.0,110.0,1.996,0.441,OK,1114.8,114.868,19.49,941.8,844.8,755.0,824.0,571.92,261.87,307.02,0.458
R717,R600a,R717/R600a,0.5,20.0,110.0,1.979,0.489,OK,1114.8,115.349,19.172,926.4,831.0,558.7,932.2,566.32,261.87,292.15,0.462
R1270,R600a,R1270/R600a,0.3,30.0,110.0,1.967,0.434,OK,1114.8,116.51,19.74,953.9,855.6,477.6,1230.9,580.08,261.87,315.16,0.451
R717,R600,R717/R600,0.4,20.0,110.0,2.021,0.499,OK,1114.8,116.703,22.301,1077.6,966.6,545.2,1309.6,554.67,261.87,280.13,0.472
R290,R600a,R290/R600a,0.3,30.0,110.0,1.971,0.435,OK,1114.8,117.132,20.48,989.6,887.7,574.6,1230.9,579.12,261.87,314.2,0.452
R717,R600,R717/R600,0.3,20.0,110.0,1.96,0.484,V_OUT,1114.8,119.133,21.883,1057.4,948.5,501.7,1665.7,571.7,261.87,297.69,0.458
R717,R600a,R717/R600a,0.4,20.0,110.0,1.917,0.473,OK,1114.8,119.181,19.906,961.9,862.8,510.8,1169.4,584.42,261.87,310.79,0.448
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,1114.8,120.753,22.599,1092.0,979.5,664.1,1309.6,576.8,261.87,302.95,0.454
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,1114.8,120.933,21.683,1047.8,939.9,755.3,1039.2,583.63,261.87,309.98,0.449
R290,R600,R290/R600,0.4,20.0,110.0,1.944,0.48,OK,1114.8,121.719,23.583,1139.6,1022.2,810.1,1309.6,576.34,261.87,302.47,0.454
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.855,0.457,OK,1114.8,121.946,19.413,938.1,841.4,722.0,932.2,603.91,261.87,330.86,0.434
R290,R600,R290/R600,0.5,20.0,110.0,1.923,0.474,OK,1114.8,121.971,22.788,1101.2,987.7,924.6,1039.2,582.84,261.87,309.17,0.449
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.851,0.456,OK,1114.8,122.853,20.045,968.6,868.9,623.7,1169.4,605.32,261.87,332.31,0.433
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,1114.8,122.865,23.534,1137.2,1020.1,581.8,1665.7,583.45,261.87,309.79,0.449
R290,R600a,R290/R600a,0.5,20.0,110.0,1.858,0.457,OK,1114.8,122.906,20.446,988.0,886.2,883.5,932.2,603.11,261.87,330.03,0.434
R717,R600a,R717/R600a,0.3,20.0,110.0,1.834,0.451,OK,1114.8,123.197,19.466,940.6,843.7,459.2,1477.4,611.0,261.87,338.15,0.429
R290,R600a,R290/R600a,0.4,20.0,110.0,1.852,0.456,OK,1114.8,123.737,20.954,1012.5,908.2,760.3,1169.4,604.84,261.87,331.82,0.433
R290,R600,R290/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,1114.8,123.74,24.4,1179.0,1057.6,706.9,1665.7,583.19,261.87,309.53,0.449
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.801,0.443,OK,1114.8,126.535,20.888,1009.4,905.4,534.0,1477.4,621.84,261.87,349.3,0.421
R290,R600a,R290/R600a,0.3,20.0,110.0,1.802,0.443,OK,1114.8,127.323,21.675,1047.4,939.5,648.3,1477.4,621.57,261.87,349.03,0.421
